企业名称,经营状态,信用代码,省份,城市,区域,城市基建,能源,交通,水利,工业服务,施工,设计/EPC,投资,其他,EPC,已清洗
湖南省超高压电力建设股份有限公司,存续,91430000183983213R,湖南省,长沙,天心,传统施工,,,,,施工,,,,,91430000183983213R
湖南省超仁建筑工程有限公司,存续,91431026MA4T811Y1Q,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省郴州公路桥梁建设有限责任公司,存续,914310001877633736,湖南省,郴州,北湖,传统施工,,,,,施工,,,,,914310001877633736
湖南省郴州建设集团有限公司,存续,914310001877600416,湖南省,郴州,苏仙,传统施工,,,,,施工,,,,,914310001877600416
湖南省郴州市第二建筑工程公司,存续,91431000187761327Y,湖南省,郴州,北湖,传统施工,,,,,施工,,,,,91431000187761327Y
湖南省郴州市鸿坤建筑有限公司,存续,91431081070579572X,湖南省,郴州,资兴,传统施工,,,,,施工,,,,,91431081070579572X
湖南省郴州市季美园林绿化有限公司,存续,91431002MA4RGBHK8Q,湖南省,郴州,北湖,传统施工,,,,,施工,,,,,#N/A
湖南省辰波建设有限公司,存续,91430000788003871R,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,91430000788003871R
湖南省辰皓生态环境科技有限公司,存续,91430600MABUGXYY60,湖南省,岳阳,云溪,环境环保,,,,,,,社投,,,#N/A
湖南省辰河建设工程有限公司,存续,91430524668551953U,湖南省,邵阳,隆回,传统施工,,,,,施工,,,,,91430524668551953U
湖南省宸湘水利电力发展有限公司,存续,91430300399122092N,湖南省,湘潭,岳塘,传统施工,,,,,施工,,,,,#N/A
湖南省晨厚工程建设有限公司,存续,91431300MA4Q5M427D,湖南省,郴州,汝城,,,,,,施工,,,,,#N/A
湖南省晨建水务发展有限公司,存续,91430103MA4L3EPJ2J,湖南省,长沙,天心,水务,,,,,,,社投,,,#N/A
湖南省晨阳诚建设有限责任公司,存续,91431200MA4T1R1R72,湖南省,怀化,鹤城,传统施工,,,,,施工,,,,,#N/A
湖南省晨曜园林绿化工程有限责任公司,存续,91430111MA4RF6HD1T,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南省呈达环境工程有限公司,存续,91430102MA4TA5324W,湖南省,长沙,芙蓉,环境环保,,,,,施工,,,,,#N/A
湖南省诚安消防安装有限公司,存续,9143010373051023XX,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南省诚锦电力有限公司,存续,91431300MA4RQK5078,湖南省,岳阳,湘阴,,,,,,,,社投,,,#N/A
湖南省诚意电力有限公司,存续,91430122MA4L6E6B2J,湖南省,长沙,望城,,,,,,施工,,,,,#N/A
湖南省城交设计研究院有限公司,存续,91430104MA4L58JR46,湖南省,长沙,开福,传统施工,,,,,,设计,,,,#N/A
湖南省城控自来水有限公司,存续,91430105MAD8T1G35E,湖南省,长沙,开福,供水(自来水）,,,,,,,社投,,,#N/A
湖南省城矿环境产业有限公司,存续,91430111MA4RACBH5X,湖南省,长沙,雨花,环境环保,,,,,,,社投,,,#N/A
湖南省城市建筑集团有限公司,存续,9143000061679972XJ,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,9143000061679972XJ
湖南省城乡建设勘测院有限公司,存续,914300001842151019,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南省晟翔建筑工程有限公司,存续,91431322066377425W,湖南省,娄底,新化,传统施工,,,,,施工,,,,,#N/A
湖南省晟欣园林有限公司,存续,91430103MA4RL07Y6U,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南省晟信园林绿化工程有限公司,存续,91431103MADB8UTG10,湖南省,永州,冷水滩,传统施工,,,,,施工,,,,,#N/A
湖南省程明园林绿化工程有限公司,存续,91430124MA4RFDHL6Y,湖南省,长沙,宁乡,传统施工,,,,,施工,,,,,#N/A
湖南省池润园林工程有限公司,存续,91430525MACE181647,湖南省,邵阳,洞口,传统施工,,,,,施工,,,,,#N/A
湖南省楚集建设工程公司,存续,914312001888863402,湖南省,怀化,鹤城,传统施工,,,,,施工,,,,,914312001888863402
湖南省楚天绿源水利设计有限公司,存续,91430223MA4PPAK326,湖南省,株洲,攸县,,,,水利,,,设计,,,,#N/A
湖南省楚雄环保科技有限公司,存续,91430681740614251K,湖南省,岳阳,汨罗,环境环保,,,,,,设计,,,,#N/A
湖南省楚之晟控股实业集团有限公司,存续,91430681736759212B,湖南省,岳阳,汨罗,传统施工,,,,,,,社投,,,91430681736759212B
湖南省创隆园林景观有限公司,存续,91430181MA7FTE0503,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南省创美园林工程有限公司,存续,91431023MA4TCGYF9N,湖南省,郴州,永兴,传统施工,,,,,施工,,,,,#N/A
湖南省创明建筑设计咨询有限公司,存续,91430102MA4PJ9MD18,湖南省,长沙,雨花,传统施工,,,,,,设计,,,,#N/A
湖南省创然生态环境工程有限公司,存续,91430200MA4RFBX27H,湖南省,株洲,石峰,环境环保,,,,,施工,,,,,#N/A
湖南省创途能源科技有限公司,存续,91431321MADKE0G66Q,湖南省,娄底,双峰,城市供热,,,,,,,社投,,,#N/A
湖南省创意爆破工程有限公司,存续,91430102727958455Y,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南省创源宏丰建设有限公司,存续,91430104MA4QPYCA5C,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省春源园林建设工程有限公司,存续,91430103MA7BJA8Q4C,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南省慈利县公路桥梁工程有限责任公司,存续,91430821187006313F,湖南省,张家界,慈利,,,,,,施工,,,,,91430821187006313F
湖南省慈利县建筑工程总公司,存续,91430821187005185A,湖南省,张家界,慈利,传统施工,,,,,施工,,,,,91430821187005185A
湖南省慈易建筑工程有限公司,存续,91430104MA4RCG7G38,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省大成水务发展有限责任公司,存续,91430300074989894T,湖南省,湘潭,岳塘,水务,,,,,,,社投,,,#N/A
湖南省大鼎建设工程有限公司,存续,91431300MA4LHGQA7M,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南省大河燃气有限公司,存续,91431227MA4T39WL76,湖南省,岳阳,华容,城市燃气,,,,,,,社投,,,#N/A
湖南省大可工程有限公司,存续,91430111MA4R1WM28E,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南省大可化纤工程有限公司,存续,91430500396194488B,湖南省,邵阳,大祥,传统施工,,,,,施工,,,,,#N/A
湖南省大盛基础工程有限公司,存续,91430104MA4LQ2JK5T,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省大同建设有限公司,存续,91430522670771410A,湖南省,邵阳,新邵,传统施工,,,,,施工,,,,,#N/A
湖南省大湘西天然气管网投资开发有限公司,存续,91433101MA4LPYLL8W,湖南省,永州,冷水滩,,,,,,,,公投,,,91433101MA4LPYLL8W
湖南省大雁电力建设有限公司,存续,91430400MA4RM9NL14,湖南省,衡阳,雁峰,,,,,,施工,,,,,#N/A
湖南省大易装饰设计工程有限公司,存续,914301026663281095,湖南省,长沙,芙蓉,传统施工,,,,,,设计,,,,#N/A
湖南省大宇水电建设工程有限公司,存续,914300007389554526,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,914300007389554526
湖南省丹杰建筑工程有限公司,存续,91431300MA4PDMP66M,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南省道县第四建筑工程公司,存续,91431124188560324D,湖南省,永州,道县,传统施工,,,,,施工,,,,,91431124188560324D
湖南省道县第一建筑工程公司,存续,91431124707432042A,湖南省,永州,道县,传统施工,,,,,施工,,,,,#N/A
湖南省德昌建设有限公司,存续,914307003941918499,湖南省,常德,武陵,传统施工,,,,,施工,,,,,914307003941918499
湖南省德诚水务有限公司,存续,91433130MA4L3YU62Q,湖南省,湘西,龙山,水务,,,,,,,社投,,,#N/A
湖南省德骏建设工程有限公司,存续,91431100MA4T8G2M0X,湖南省,永州,永州,传统施工,,,,,施工,,,,,#N/A
湖南省德谦新材料有限公司,存续,91430100572224317W,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省德睿园林景观有限公司,存续,91430181MA4PXD6D75,湖南省,长沙,浏阳,传统施工,,,,,施工,,,,,#N/A
湖南省德星建设有限公司,存续,914313000980405874,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南省地创生态环境工程有限公司,存续,91430111MAC5HYLH1T,湖南省,长沙,雨花,环境环保,,,,,施工,,,,,#N/A
湖南省地质建设工程集团有限公司,存续,914300001837795113,湖南省,长沙,天心,传统施工,,,,,施工,,,,,914300001837795113
湖南省地质勘探院有限公司,存续,91431100188326722C,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南省低碳生态科技有限公司,存续,91430102MABWETBT9R,湖南省,长沙,芙蓉,环境环保,,,,,,,社投,,,#N/A
湖南省滴水不漏实业有限公司,存续,914301007121036573,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,#N/A
湖南省迪升电力建设有限公司,存续,91430381MA4Q9QAQ4F,湖南省,湘潭,湘乡,传统施工,,,,,施工,,,,,#N/A
湖南省第八工程有限公司,存续,914300006850170234,湖南省,岳阳,云溪,传统施工,,,,,施工,,,,,914300006850170234
湖南省第二工程有限公司,存续,9143000018377282X9,湖南省,长沙,天心,传统施工,,,,,施工,,,,,9143000018377282X9
湖南省第九工程有限公司,存续,91430100MA4QN3YAX8,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省第六工程项目管理有限公司,存续,91430102MA4TFJG818,湖南省,长沙,芙蓉,,,,水利,,施工,,,,,#N/A
湖南省第六工程有限公司,存续,91430000183761848B,湖南省,长沙,天心,传统施工,,,,,施工,,,,,91430000183761848B
湖南省第七工程有限公司,存续,91430100MA4PUYYJ5D,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,91430100MA4PUYYJ5D
湖南省第三工程有限公司,存续,91430300184685082Y,湖南省,湘潭,岳塘,传统施工,,,,,施工,,,,,91430300184685082Y
湖南省第十工程有限公司,存续,91430100MA4R7WL162,湖南省,长沙,望城,传统施工,,,,,施工,,,,,91430100MA4R7WL162
湖南省第十六工程有限公司,存续,91430103MA7J06B2XX,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南省第十三工程有限公司,存续,91430100MA4R4AJD5N,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,#N/A
湖南省第四工程有限公司,存续,91430500185520490U,湖南省,邵阳,双清,传统施工,,,,,施工,,,,,91430500185520490U
湖南省第五工程有限公司,存续,914302001842802889,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,914302001842802889
湖南省第一工程有限公司,存续,9143020073285815X1,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,9143020073285815X1
湖南省谛道建筑工程有限公司,存续,91430500062242531J,湖南省,邵阳,双清,传统施工,,,,,施工,,,,,#N/A
湖南省电网工程有限公司,存续,91430000183763114J,湖南省,长沙,雨花,传统施工,,,,,施工,,,,,91430000183763114J
湖南省电网智慧能源有限公司,存续,91430104MADN7X2D9J,湖南省,张家界,永定,,,,,,,,社投,,,#N/A
湖南省鼎城建设工程有限公司,存续,9143050055764839XF,湖南省,邵阳,大祥,传统施工,,,,,施工,,,,,#N/A
湖南省鼎恒景观亮化工程有限公司,存续,91430102663990711Q,湖南省,长沙,芙蓉,传统施工,,,,,施工,,,,,#N/A
湖南省鼎升环境工程有限公司,存续,91430421MA4L52EEX9,湖南省,衡阳,衡阳,环境环保,,,,,施工,,,,,#N/A
湖南省鼎天建设工程有限公司,存续,91431100597575084Y,湖南省,永州,冷水滩,传统施工,,,,,施工,,,,,#N/A
湖南省东安县第三建筑工程有限公司,存续,91431122188528906H,湖南省,永州,东安,传统施工,,,,,施工,,,,,#N/A
湖南省东安县液化气有限公司,存续,914311221885280413,湖南省,岳阳,岳阳楼,城市燃气,,,,,,,社投,,,#N/A
湖南省东发六贤水利水电工程有限公司,存续,91431300344787839Q,湖南省,娄底,娄星,,,,,,施工,,,,,#N/A
湖南省东方建筑装饰设计工程有限公司,存续,91430104765643884T,湖南省,长沙,岳麓,传统施工,,,,,,设计,,,,#N/A
湖南省东风建筑工程有限公司,存续,91430500185600036L,湖南省,长沙,天心,,,,,,施工,,,,,91430500185600036L
湖南省东汇建设有限公司,存续,914304000749872828,湖南省,衡阳,南岳,传统施工,,,,,施工,,,,,#N/A
湖南省东瑞建筑工程有限公司,存续,91430100MA4LLUT128,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省东阳建设工程有限公司,存续,91430224MA4L4J0K02,湖南省,株洲,茶陵,传统施工,,,,,施工,,,,,#N/A
湖南省东玉建设工程有限公司,存续,91430581MA4PDHWT5Y,湖南省,邵阳,武冈,传统施工,,,,,施工,,,,,#N/A
湖南省洞庭水利水电建设有限公司,存续,91430723722585063P,湖南省,常德,澧县,传统施工,,,,,施工,,,,,91430723722585063P
湖南省对外生态环境工程有限公司,存续,91430111MAC50WTY3E,湖南省,长沙,雨花,环境环保,,,,,施工,,,,,#N/A
湖南省繁健建设工程有限公司,存续,91430181MA4T0MJL35,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,91430181MA4T0MJL35
湖南省方源建筑工程有限公司,存续,91430000788010430X,湖南省,长沙,天心,传统施工,,,,,施工,,,,,91430000788010430X
湖南省方正项目管理有限公司,存续,91430100183809880R,湖南省,长沙,芙蓉,,,,,,,,,监理,,#N/A
湖南省芳隆园艺有限公司,存续,91430124MA4QPE4089,湖南省,长沙,宁乡,传统施工,,,,,施工,,,,,#N/A
湖南省飞鸿建筑工程有限公司,存续,91431300MA4QC53U1H,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南省飞杨园林景观工程有限公司,存续,91430525MA4TBGAAXG,湖南省,邵阳,洞口,传统施工,,,,,施工,,,,,#N/A
湖南省飞宇河湖治理工程建筑有限公司,存续,91430981MA7ERQBA24,湖南省,益阳,沅江,,,,水利,,施工,,,,,#N/A
湖南省菲清环境科技有限公司,存续,91430923MA7AF9LGXW,湖南省,益阳,安化,环境环保,,,,,,,社投,,,#N/A
湖南省丰孚电力建设集团有限公司,存续,914301007459259722,湖南省,娄底,娄星,,,,,,施工,,,,,#N/A
湖南省丰源水务投资建设有限责任公司,存续,91430200732884884Q,湖南省,株洲,芦淞,传统施工,,,,,,,公投,,,#N/A
湖南省峰荣园林建设有限公司,存续,91430923MA7EMXHX0Q,湖南省,益阳,安化,传统施工,,,,,施工,,,,,#N/A
湖南省峰盛建设工程有限公司,存续,914312003969651236,湖南省,怀化,鹤城,传统施工,,,,,施工,,,,,#N/A
湖南省凤凰县建筑公司,存续,91433123189640764U,湖南省,湘西,凤凰,传统施工,,,,,施工,,,,,91433123189640764U
湖南省凤凰县建筑市政工程公司,存续,914331231896404573,湖南省,湘西,凤凰,传统施工,,,,,施工,,,,,914331231896404573
湖南省奉天建筑劳务有限公司,存续,91430103680337650Q,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南省福城创景环保项目管理有限公司,存续,91431000344777323H,湖南省,郴州,苏仙,传统施工,,,,,施工,,,,,#N/A
湖南省福金供水有限公司,存续,91431002MA4T5PWR0Q,湖南省,郴州,北湖,供水(自来水）,,,,,,,社投,,,#N/A
湖南省福欣建筑装饰工程有限公司,存续,91431300MA4TAWPE61,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南省俯瞰建设工程有限公司,存续,91430426MA4QB89B72,湖南省,衡阳,祁东,传统施工,,,,,施工,,,,,#N/A
湖南省富恒建设工程有限公司,存续,91430100MA4L5PP590,湖南省,湘潭,湘乡,传统施工,,,,,施工,,,,,#N/A
湖南省富厚交通工程建设有限公司,存续,91431300MA4L66JA50,湖南省,娄底,双峰,传统施工,,,,,施工,,,,,91431300MA4L66JA50
湖南省富鑫项目管理有限公司,存续,91431121399321155Y,湖南省,永州,永州,传统施工,,,,,施工,,,,,#N/A
湖南省港航水利集团有限公司,存续,91430000MA4RDQHA04,湖南省,长沙,天心,,,,,,,,社投,,,91430000MA4RDQHA04
湖南省港务集团有限公司,存续,91430600MA4Q6X4W80,湖南省,岳阳,云溪,,,,,,,,社投,,,91430600MA4Q6X4W80
湖南省高端工程建设有限公司,存续,91430000099366060W,湖南省,益阳,桃江,传统施工,,,,,施工,,,,,#N/A
湖南省高燊机电设备安装有限公司,存续,914306003448266667,湖南省,岳阳,岳阳楼,传统施工,,,,,施工,,,,,#N/A
湖南省高速公路集团有限公司,存续,914300001837763617,湖南省,长沙,开福,传统施工,,,,,施工,,,,,914300001837763617
湖南省高禹建设有限公司,存续,914300000771833514,湖南省,长沙,长沙,传统施工,,,,,施工,,,,,914300000771833514
湖南省庚续建筑工程有限公司,存续,91431026MA4T8DH40C,湖南省,长沙,天心,,,,,,施工,,,,,#N/A
湖南省工程建设监理有限公司,存续,914301001837665421,湖南省,长沙,岳麓,传统施工,,,,,,,,监理,,#N/A
湖南省工业防腐保温安装有限公司,存续,9143030018499589XG,湖南省,湘潭,湘潭,传统施工,,,,,施工,,,,,#N/A
湖南省工业设备安装有限公司,存续,914302001842801658,湖南省,株洲,芦淞,传统施工,,,,,施工,,,,,914302001842801658
湖南省公路工程有限公司,存续,91430000616801420T,湖南省,长沙,天心,传统施工,,,,,施工,,,,,#N/A
湖南省公路设计有限公司,存续,91430105183787810P,湖南省,长沙,天心,传统施工,,,,,,设计,,,,#N/A
湖南省古丈县栖凤供水有限责任公司,存续,91433126MABW69513G,湖南省,湘西,古丈,供水(自来水）,,,,,,,社投,,,#N/A
湖南省谷耐生态环境科技有限公司,存续,91430725MA7AEJFTXN,湖南省,常德,桃源,环境环保,,,,,,,社投,,,#N/A
湖南省冠成建设有限公司,存续,91430702MA4L284H0W,湖南省,常德,武陵,传统施工,,,,,施工,,,,,91430702MA4L284H0W
湖南省冠梁建筑工程有限责任公司,存续,91430624MA4TAY6L87,湖南省,岳阳,湘阴,传统施工,,,,,施工,,,,,#N/A
湖南省冠勇装饰工程有限公司,存续,91430111MA4R07W527,湖南省,长沙,岳麓,传统施工,,,,,施工,,,,,#N/A
湖南省广邦电力建设有限公司,存续,91431300MA4QCHA115,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,#N/A
湖南省广兴工程有限公司,存续,91430424694021593D,湖南省,衡阳,衡东,传统施工,,,,,施工,,,,,#N/A
湖南省广屹建设有限公司,存续,91430200MA4L29WA4T,湖南省,株洲,荷塘,传统施工,,,,,施工,,,,,#N/A
湖南省轨道勘察设计有限公司,存续,91430100MA7DJGYC3Y,湖南省,长沙,望城,传统施工,,,,,,设计,,,,#N/A
湖南省桂诚建设工程有限公司,存续,914313007558356631,湖南省,娄底,娄星,传统施工,,,,,施工,,,,,914313007558356631
湖南省桂阳银星有色冶炼有限公司,存续,91431021707402855A,湖南省,郴州,桂阳,,,,,工业服务,,,社投,,,#N/A
湖南省国藩建设工程有限公司,存续,91431321748389896D,湖南省,娄底,双峰,传统施工,,,,,施工,,,,,#N/A
湖南省国宏电力建设有限公司,存续,91430381MA4L5UMK6B,湖南省,湘潭,湘乡,传统施工,,,,,施工,,,,,#N/A
湖南省国际工程咨询集团有限公司,存续,914300003294872994,湖南省,长沙,芙蓉,传统施工,,,,,,设计,,监理,,#N/A
湖南省国泰消防工程有限公司,存续,91430104MA4RNBE2XB,湖南省,长沙,开福,传统施工,,,,,施工,,,,,#N/A
湖南省国研建设工程有限公司,存续,91430500MA4QJ1HU86,湖南省,长沙,望城,,,,,,施工,,,,,#N/A
